<juice,n:4,exe:join_reducer.py,input:prefix_1000,output:output_1000>,17.560500,true
<juice,n:4,exe:join_reducer.py,input:prefix_1000,output:output_1000>,23.006746,true
<juice,n:4,exe:join_reducer.py,input:prefix_200,output:output_200>,11.685402,true
<juice,n:4,exe:join_reducer.py,input:prefix_200,output:output_200>,1.531276,true
<juice,n:4,exe:join_reducer.py,input:prefix_400,output:output_400>,10.910089,true
<juice,n:4,exe:join_reducer.py,input:prefix_400,output:output_400>,11.171501,true
<juice,n:4,exe:join_reducer.py,input:prefix_600,output:output_600>,21.942338,true
<juice,n:4,exe:join_reducer.py,input:prefix_600,output:output_600>,6.771007,true
<juice,n:4,exe:join_reducer.py,input:prefix_800,output:output_800>,16.931396,true
<juice,n:4,exe:join_reducer.py,input:prefix_800,output:output_800>,17.223853,true
<juice,n:4,exe:maplejuice_exe/join_reducer.py,input:prefix_600,output:output_600>,11.060053,true
<juice,n:4,exe:maplejuice_exe/join_reducer.py,input:prefix_600,output:output_600>,28.871824,true
<juice,n:4,exe:maplejuice_exe/join_reducer.py,input:prefix_600,output:output_600>,68.268353,true
<juice,n:4,exe:maplejuice_exe/join_reducer.py,input:prefix_800,output:output_800>,25.721747,true
<juice,n:4,exe:maplejuice_exe/join_reducer.py,input:prefix_800,output:output_800>,68.283315,true
<juice,n:4,exe:maplejuice_exe/join_reducer.py,input:prefix_800,output:output_800>,75.855141,true
<maple,n:4,exe:join_mapper.py,input:1000/data,output:prefix_1000>,65.005280,true
<maple,n:4,exe:join_mapper.py,input:1000/data,output:prefix_1000>,79.383754,true
<maple,n:4,exe:join_mapper.py,input:200/data,output:prefix_200>,23.630324,true
<maple,n:4,exe:join_mapper.py,input:200/data,output:prefix_200>,31.406982,true
<maple,n:4,exe:join_mapper.py,input:400/data,output:prefix_400>,34.049636,true
<maple,n:4,exe:join_mapper.py,input:400/data,output:prefix_400>,52.074291,true
<maple,n:4,exe:join_mapper.py,input:600/data,output:prefix_600>,38.703588,true
<maple,n:4,exe:join_mapper.py,input:600/data,output:prefix_600>,68.528168,true
<maple,n:4,exe:join_mapper.py,input:800/data,output:prefix_800>,62.068314,true
<maple,n:4,exe:join_mapper.py,input:800/data,output:prefix_800>,72.665009,true
<maple,n:4,exe:maplejuice_exe/join_mapper.py,input:600/data,output:prefix_600>,0.558187,true
<maple,n:4,exe:maplejuice_exe/join_mapper.py,input:600/data,output:prefix_600>,0.625358,true
<maple,n:4,exe:maplejuice_exe/join_mapper.py,input:600/data,output:prefix_600>,1.678326,true
<maple,n:4,exe:maplejuice_exe/join_mapper.py,input:800/data,output:prefix_800>,0.544191,true
<maple,n:4,exe:maplejuice_exe/join_mapper.py,input:800/data,output:prefix_800>,1.227076,true
<maple,n:4,exe:maplejuice_exe/join_mapper.py,input:800/data,output:prefix_800>,5.522409,true
